Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
TRANSFER-EUROPEAN REVIEW OF LABOUR AND RESEARCH,1024-2589,1996-7284,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,Industrial Relations & Labor
TRANSFORMATIONS IN BUSINESS & ECONOMICS,1648-4460,,VILNIUS UNIV,"UNIVERSITETO ST 3, VILNIUS, LITHUANIA, LT-01513",English,Business | Economics
TRANSGENDER HEALTH,2688-4887,2380-193X,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,"Public, Environmental & Occupational Health | Psychology, Clinical | Social Sciences, Biomedical"
TRANSINFORMACAO,0103-3786,2318-0889,PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS,"NUCLEO EDITORACAO SBI-CCV, CAMPUS II AV JOHN BOYD DUNLOP S-N PREDIO ONTOLOGIA JD IPAUSSURAMA, CAMPINAS, Brazil, SP, 13060-904","Portuguese, English, Spanish",Information Science & Library Science
TRANSLATIONAL BEHAVIORAL MEDICINE,1869-6716,1613-9860,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,"Public, Environmental & Occupational Health"
TRANSLATION AND INTERPRETING STUDIES,1932-2798,1876-2700,JOHN BENJAMINS PUBLISHING CO,"PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME",English,Linguistics
TRANSLATION STUDIES,1478-1700,1751-2921,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Linguistics
TRANSLATOR,1355-6509,1757-0409,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Communication | Linguistics
TRANSNATIONAL ENVIRONMENTAL LAW,2047-1025,2047-1033,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",English,Environmental Studies | Law
TRANSPORTATION,0049-4488,1572-9435,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Transportation
TRANSPORTATION JOURNAL,0041-1612,2157-328X,PENN STATE UNIV PRESS,"820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802",English,Management | Transportation
TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,1942-7867,1942-7875,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Transportation
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,0965-8564,1879-2375,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Economics | Transportation
TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,0191-2615,1879-2367,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Economics | Transportation
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1879-2340,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Environmental Studies | Transportation
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,1366-5545,1878-5794,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Economics | Transportation
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478,1873-5517,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,"Psychology, Applied | Transportation"
TRANSPORTATION SCIENCE,0041-1655,0041-1655,INFORMS,"5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, USA, MD, 21228",English,Transportation
TRANSPORTMETRICA A-TRANSPORT SCIENCE,2324-9935,2324-9943,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Transportation
TRANSPORTMETRICA B-TRANSPORT DYNAMICS,2168-0566,2168-0582,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Transportation
TRANSPORT POLICY,0967-070X,1879-310X,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Economics | Transportation
TRANSPORT REVIEWS,0144-1647,1464-5327,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Transportation
TRANSYLVANIAN REVIEW OF ADMINISTRATIVE SCIENCES,1842-2845,2247-8310,BABES-BOLYAI UNIV,"FACULTY POLITICAL, ADMINSTRATIVE & COMMUNICATION SCIENCES, PUBLIC ADMIN DEPT, CENTER RES PUBLIC ADM, CLUJ-NAPOCA, ROMANIA, 400132",English,Public Administration
TRAUMA VIOLENCE & ABUSE,1524-8380,1552-8324,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Criminology & Penology | Family Studies | Social Work
TRAVAIL GENRE ET SOCIETES,1294-6303,1294-6303,EDITIONS LA DECOUVERTE,"9 BIS RUE ABEL HOVELACQUE, PARIS, FRANCE, 75013",French,"Social Sciences, Interdisciplinary | Women'S Studies"
TRAVAIL HUMAIN,0041-1868,2104-3663,PRESSES UNIV FRANCE,"6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685",Multi-Language,"Ergonomics | Psychology, Applied"
TRAVEL BEHAVIOUR AND SOCIETY,2214-367X,2214-3688,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Transportation
TRENDS IN COGNITIVE SCIENCES,1364-6613,1879-307X,ELSEVIER SCIENCE LONDON,"84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR",English,"Psychology, Experimental"
TRENDS IN ORGANIZED CRIME,1084-4791,1936-4830,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Criminology & Penology
TRIMESTRE ECONOMICO,0041-3011,0041-3011,FONDO CULTURA ECONOMICA,"AVE PICACHO AJUSCO, NO 227, TLALPAN, MEXICO, CP 14200",Spanish,Economics
TURKISH JOURNAL OF GERIATRICS-TURK GERIATRI DERGISI,1304-2947,1307-9948,GUNES KITABEVI LTD STI,"M RAUF INAN SOK NO 3, ANKARA, TURKEY, SIHHIYE, 06410",Turkish,Gerontology
TURKISH STUDIES,1468-3849,1743-9663,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Area Studies
TURK PSIKIYATRI DERGISI,1300-2163,1300-2163,TURKIYE SINIR VE RUH SAGLIGI DERNEGI,"PK 401, YENISEHIR, TURKEY, 06442",Turkish,Psychiatry
TURK PSIKOLOJI DERGISI,1300-4433,1300-4433,TURKISH PSYCHOLOGISTS ASSOC,"PK 117, ANKARA, TURKEY, 06662",Multi-Language,"Psychology, Multidisciplinary"
TYDSKRIF VIR GEESTESWETENSKAPPE,0041-4751,2224-7912,"SUID-AFRIKAANSE AKAD VIR WETENSKAP EN KUNS, SEKRETARIS","P. O. BOX 538, PRETORIA, SOUTH AFRICA, 00000",Multi-Language,Social Issues
UCLA LAW REVIEW,0041-5650,1943-1724,UNIV CALIF,"SCH LAW 405 HILGARD AVE, LOS ANGELES, USA, CA, 90024",English,Law
ULUSLARARASI ILISKILER-INTERNATIONAL RELATIONS,1304-7310,1304-7175,ULUSLARARASI ILISKILER KONSEYI DERNEGI,"SOGUTOZU CAD NO 43, TOBB-ETU BINASI, ODA NO 364, SOGUTOZU, TURKEY, ANKARA, 06560",Turkish,International Relations
UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,1615-5289,1615-5297,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Ergonomics
UNIVERSITAS PSYCHOLOGICA,1657-9267,2011-2777,"PONTIFICA UNIV JAVERIANA, FAC PSYCH","CARRERA 5 NUM 39-00, EDIFICIO MANUEL BRICENO, BOGOTA, COLOMBIA, 00000",Spanish,"Psychology, Multidisciplinary"
UNIVERSITY OF CHICAGO LAW REVIEW,0041-9494,,UNIV CHICAGO LAW SCH,"1111 E 60TH ST, CHICAGO, USA, IL, 60637",English,Law
UNIVERSITY OF CINCINNATI LAW REVIEW,0009-6881,1942-8391,UNIV CINCINNATI LAW REVIEW,"UNIV CINCINNATI COL LAW ROOM 300,TAFT HALL, CINCINNATI, USA, OH, 45221",English,Law
UNIVERSITY OF ILLINOIS LAW REVIEW,0276-9948,1942-9231,UNIV ILLINOIS,"COLLEGE OF LAW-76 LAW BLDG 504 E PENNSYLVANIA AVE, CHAMPAIGN, USA, IL, 61820",English,Law
UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,1938-0283,,UNIV PENN LAW SCH,"3400 CHESTNUT ST, PHILADELPHIA, USA, PA, 19104-6204",English,Law
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,0041-9907,,UNIV PENN LAW SCH,"3400 CHESTNUT ST, PHILADELPHIA, USA, PA, 19104-6204",English,Law
UNIVERSITY OF PITTSBURGH LAW REVIEW,0041-9915,1942-8405,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","3960 FORBES AVE, PITTSBURGH, USA, PA, 15260",English,Law
UNIVERSITY OF TORONTO LAW JOURNAL,0042-0220,1710-1174,UNIV TORONTO PRESS INC,"JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8",English,Law
URBAN AFFAIRS REVIEW,1078-0874,1552-8332,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Urban Studies
URBAN DESIGN INTERNATIONAL,1357-5317,1468-4519,PALGRAVE MACMILLAN LTD,"BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS",English,Regional & Urban Planning | Urban Studies
URBAN EDUCATION,0042-0859,1552-8340,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Education & Educational Research | Urban Studies
URBAN FORESTRY & URBAN GREENING,1618-8667,1610-8167,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",English,Environmental Studies | Urban Studies
URBAN GEOGRAPHY,0272-3638,1938-2847,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Geography | Urban Studies
URBAN LAWYER,0042-0905,,"AMER BAR ASSOC, ADMINISTRATIVE LAW & REGULATORY PRACTICE SECTION","321 N CLARK ST, CHICAGO, USA, IL, 60610",English,Law | Urban Studies
URBAN POLICY AND RESEARCH,0811-1146,1476-7244,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Environmental Studies | Geography | Regional & Urban Planning | Urban Studies
URBAN RESEARCH & PRACTICE,1753-5069,1753-5077,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Urban Studies
URBAN STUDIES,0042-0980,1360-063X,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,Environmental Studies | Urban Studies
UTILITIES POLICY,0957-1787,1878-4356,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Environmental Studies
VALUE IN HEALTH,1098-3015,1524-4733,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Economics | Health Policy & Services
VANDERBILT LAW REVIEW,0042-2533,1942-9886,VANDERBILT LAW REVIEW,"VANDERBILT UNIV SCHOOL OF LAW, NASHVILLE, USA, TN, 37240",English,Law
VENTURE CAPITAL,1369-1066,1464-5343,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,"Business, Finance"
VERHALTENSTHERAPIE,1016-6262,1423-0402,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",German,"Psychology, Clinical"
VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,1697-0381,1697-0381,UNIV VIGO,"CAMPUS DE MARCOSENDE, SERVICIO PUBLICACIONES, VIGO, SPAIN, 36310",English,Linguistics
VICTIMS & OFFENDERS,1556-4886,1556-4991,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,Criminology & Penology
VIOLENCE AGAINST WOMEN,1077-8012,1552-8448,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Women'S Studies
VIOLENCE AND VICTIMS,0886-6708,1945-7073,SPRINGER PUBLISHING CO,"11 WEST 42ND STREET, NEW YORK, USA, NY, 10036",English,Criminology & Penology
VIRGINIA LAW REVIEW,0042-6601,0042-6601,UNIV VIRGINIA LAW REVIEW ASSOC,"580 MASSIE ROAD, CHARLOTTESVILLE, USA, VA, 22903-1789",English,Law
VISUAL COGNITION,1350-6285,1464-0716,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,"Psychology, Experimental"
VISUAL COMMUNICATION,1470-3572,1741-3214,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Communication
VOCATIONS AND LEARNING,1874-785X,1874-7868,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Education & Educational Research
VOLUNTAS,0957-8765,1573-7888,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Social Issues
VOPROSY PSIKHOLOGII,0042-8841,0042-8841,MEZHDUNARODNAYA KNIGA,"39 DIMITROVA UL., MOSCOW, RUSSIA, 113095",Russian,"Psychology, Educational"
WAR IN HISTORY,0968-3445,1477-0385,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,History | International Relations
WAR & SOCIETY,0729-2473,2042-4345,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,History
WASHINGTON LAW REVIEW,0043-0617,,UNIV WASHINGTON SCHOOL OF LAW,"WASHINGTON LAW REVIEW 1100 NE CAMPUS PARKWAY 410 CONDON HALL, SEATTLE, USA, WA, 98105",English,Law
WASHINGTON QUARTERLY,0163-660X,1530-9177,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,International Relations | Law
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,1965-0175,1965-0175,WATER ALTERNATIVES ASSOC,"VILLA D ASSAS, 457 AVENUE DU PERE SOULAS, MONTPELLIER, FRANCE, 34090",English,Environmental Studies
WATER ECONOMICS AND POLICY,2382-624X,2382-6258,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",English,Economics | Environmental Studies
WATER RESOURCES AND ECONOMICS,2212-4284,2212-4284,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Economics | Environmental Studies
WEATHER CLIMATE AND SOCIETY,1948-8327,1948-8335,AMER METEOROLOGICAL SOC,"45 BEACON ST, BOSTON, United States, MA, 02108-3693",English,Environmental Studies
WESTERN JOURNAL OF NURSING RESEARCH,0193-9459,1552-8456,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Nursing
WEST EUROPEAN POLITICS,0140-2382,1743-9655,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Political Science
WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,1757-7780,1757-7799,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Environmental Studies
WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,1939-5078,1939-5086,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Psychology, Experimental"
WISCONSIN LAW REVIEW,0043-650X,1943-1120,UNIV WISCONSIN LAW SCHOOL,"975 BASCOM MALL, MADISON, USA, WI, 53706",English,Law
WOMEN AND BIRTH,1871-5192,1878-1799,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Nursing
WOMEN & CRIMINAL JUSTICE,0897-4454,1541-0323,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Criminology & Penology | Women'S Studies
WOMEN & HEALTH,0363-0242,1541-0331,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,"Public, Environmental & Occupational Health | Women'S Studies"
WOMENS HEALTH ISSUES,1049-3867,1878-4321,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,"Public, Environmental & Occupational Health | Women'S Studies"
WOMENS STUDIES INTERNATIONAL FORUM,0277-5395,1879-243X,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Women'S Studies
WOMEN & THERAPY,0270-3149,1541-0315,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,"Psychology, Multidisciplinary | Women'S Studies"
WORK AGING AND RETIREMENT,2054-4642,2054-4650,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,"Industrial Relations & Labor | Psychology, Applied | Management"
WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION,1051-9815,1875-9270,IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",English,"Public, Environmental & Occupational Health"
WORK AND OCCUPATIONS,0730-8884,1552-8464,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Industrial Relations & Labor | Sociology
WORK AND STRESS,0267-8373,1464-5335,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,"Psychology, Applied"
WORK EMPLOYMENT AND SOCIETY,0950-0170,1469-8722,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,Economics | Industrial Relations & Labor | Sociology
WORKPLACE HEALTH & SAFETY,2165-0799,2165-0969,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Nursing
WORLD BANK ECONOMIC REVIEW,0258-6770,1564-698X,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,"Business, Finance | Development Studies | Economics"
WORLD BANK RESEARCH OBSERVER,0257-3032,1564-6971,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Development Studies | Economics
WORLD DEVELOPMENT,0305-750X,1873-5991,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Development Studies | Economics
WORLD ECONOMY,0378-5920,1467-9701,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Business, Finance | Economics | International Relations"
WORLD ENGLISHES,0883-2919,1467-971X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Linguistics
WORLD POLITICS,0043-8871,1086-3338,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",English,International Relations | Political Science
WORLD PSYCHIATRY,1723-8617,2051-5545,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Psychiatry
WORLD TRADE REVIEW,1474-7456,1475-3138,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",English,Economics | International Relations | Law
WORLDVIEWS ON EVIDENCE-BASED NURSING,1545-102X,1741-6787,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Nursing
WOUND MANAGEMENT & PREVENTION,2640-5237,2640-5245,HMP,"70 E SWEDESFORD RD, STE 100, MALVERN, USA, PA, 19355",English,Nursing
WRITTEN COMMUNICATION,0741-0883,1552-8472,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Communication
YALE JOURNAL ON REGULATION,0741-9457,2376-5925,YALE JOURNAL ON REGULATION,"127 WALL STREET, NEW HAVEN, USA, CT, 06511",English,Law
YALE LAW JOURNAL,0044-0094,1939-8611,YALE LAW J CO INC,"401-A YALE STATION, NEW HAVEN, USA, CT, 06520",English,Law
YOUNG,1103-3088,1741-3222,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,"Social Sciences, Interdisciplinary | Sociology"
YOUTH JUSTICE-AN INTERNATIONAL JOURNAL,1473-2254,1747-6283,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,Criminology & Penology
YOUTH & SOCIETY,0044-118X,1552-8499,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,"Social Issues | Social Sciences, Interdisciplinary | Sociology"
YOUTH VIOLENCE AND JUVENILE JUSTICE,1541-2040,1556-9330,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Criminology & Penology
ZDM-MATHEMATICS EDUCATION,1863-9690,1863-9704,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Education & Educational Research
ZDRAVSTVENO VARSTVO,0351-0026,1854-2476,INST PUBLIC HEALTH REPUBLIC SLOVENIA,"TRUBARJEVA 2, PP 260, LJUBLJANA, SLOVENIA, 1000","Slovenian, English","Public, Environmental & Occupational Health"
ZEITGESCHICHTE,0256-5250,2569-5304,VANDENHOECK & RUPRECHT GMBH & CO KG,"VIENNA UNIV PRESS, ROBERT BOSCH BREITE 6, GOTTINGEN, GERMANY, D-37079",German,History
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,0932-4089,2190-6270,HOGREFE VERLAG,"MERKELSTRASSE 3, GOTTINGEN, Germany, 37085","English, German","Psychology, Applied"
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,0044-2380,1864-2950,VITTORIO KLOSTERMANN GMBH,"WESTERBACHSTRASSE 47, HAUS 1, FRANKFURT-AM-MAIN, GERMANY, D-60489",German,Information Science & Library Science
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,0044-1449,2366-2395,FRANZ STEINER VERLAG GMBH,"BIRKENWALDSTRASSE 44, STUTTGART, Germany, D-70191",Multi-Language,Linguistics
ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,0049-8637,2190-6262,HOGREFE VERLAG,"MERKELSTRASSE 3, GOTTINGEN, Germany, 37085","English, German","Psychology, Educational"
ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT,1434-663X,1862-5215,SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH,"ABRAHAM-LINCOLN STASSE 46, WIESBADEN, GERMANY, 65189",German,Education & Educational Research
ZEITSCHRIFT FUR ETHNOLOGIE - JOURNAL OF SOCIAL AND CULTURAL ANTHROPOLOGY,0044-2666,,DIETRICH REIMER VERLAG,"Berliner Str 53, BERLIN, Germany, 10713",German,Anthropology
ZEITSCHRIFT FUR EVALUATION,1619-5515,1619-5515,WAXMANN VERLAG GMBH,"STEINFURTER STRASSE 555, MUNSTER, Germany,  , 48159",German,"Social Sciences, Interdisciplinary"
ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,0948-6704,1435-1269,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",German,Gerontology
ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,1422-4917,1664-2880,HOGREFE AG-HOGREFE AG SUISSE,"LANGGASS STRASSE 76, BERN , Switzerland, 3012","English, German",Psychiatry
ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,1616-3443,2190-6297,HOGREFE VERLAG,"MERKELSTRASSE 3, GOTTINGEN, Germany, 37085","German, English","Psychology, Clinical"
ZEITSCHRIFT FUR PADAGOGIK,0044-3247,,VERLAG JULIUS BELTZ,"AM HAUPTBAHNHOF 10 POSTFACH 1120, WEINHEIM, GERMANY, W-6940",German,Education & Educational Research
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1010-0652,1664-2910,HOGREFE AG-HOGREFE AG SUISSE,"LANGGASS STRASSE 76, BERN , Switzerland, 3012",English,"Psychology, Educational"
ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,2190-8370,2151-2604,HOGREFE PUBLISHING CORP,"361 NEWBURY ST, 5 FL, BOSTON, United States, MA, 02115","English, German","Psychology, Multidisciplinary"
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,1438-3608,2196-8349,VANDENHOECK & RUPRECHT GMBH & CO KG,"VIENNA UNIV PRESS, ROBERT BOSCH BREITE 6, GOTTINGEN, GERMANY, D-37079",Multi-Language,"Psychology, Clinical | Psychology, Multidisciplinary | Psychology, Psychoanalysis"
ZEITSCHRIFT FUR SEXUALFORSCHUNG,0932-8114,1438-9460,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",German,"Psychology, Clinical | Social Sciences, Interdisciplinary"
